Age,Gender,Study_Hours,Attendance,Sleep_Hours,Internet_Usage,Previous_Grade,Extra_Activities,Parental_Education,Marks,Result
22.0,M,9.0,65.0,6.0,3.0,89.0,Yes,School,91.0,Pass
22.0,F,5.0,99.0,,2.0,,Yes,Graduate,77.0,Pass
19.0,M,2.0,52.0,6.0,1.0,72.0,,Graduate,57.0,Pass
25.0,F,2.0,,8.0,4.0,54.0,No,Graduate,61.0,Pass
23.0,F,7.0,59.0,4.0,1.0,50.0,Yes,School,,Pass
17.0,M,,71.0,8.0,,,Yes,School,50.0,Pass
23.0,F,2.0,97.0,5.0,5.0,75.0,Yes,Postgraduate,70.0,Pass
21.0,,4.0,52.0,4.0,4.0,,Yes,Graduate,46.0,Fail
21.0,F,1.0,60.0,6.0,5.0,41.0,No,Graduate,34.0,Fail
18.0,F,4.0,74.0,6.0,2.0,,Yes,School,77.0,Pass
20.0,M,5.0,91.0,5.0,2.0,87.0,Yes,School,78.0,Pass
22.0,F,9.0,97.0,6.0,4.0,,No,Graduate,,Pass
23.0,,1.0,57.0,4.0,3.0,93.0,,Postgraduate,65.0,Pass
,F,5.0,58.0,4.0,2.0,76.0,No,Postgraduate,80.0,Pass
25.0,M,2.0,64.0,,1.0,90.0,Yes,Graduate,69.0,Pass
19.0,F,9.0,,7.0,4.0,68.0,Yes,Postgraduate,93.0,Pass
17.0,M,6.0,52.0,6.0,4.0,74.0,Yes,Postgraduate,73.0,Pass
20.0,F,,,5.0,2.0,,Yes,,59.0,Pass
25.0,F,3.0,79.0,4.0,2.0,59.0,Yes,Postgraduate,59.0,Pass
20.0,F,8.0,,4.0,5.0,60.0,Yes,School,82.0,
,M,,93.0,4.0,5.0,73.0,Yes,Graduate,69.0,Pass
21.0,M,3.0,70.0,7.0,1.0,88.0,Yes,,77.0,Pass
19.0,M,1.0,90.0,7.0,4.0,92.0,Yes,Graduate,63.0,Pass
25.0,M,8.0,95.0,6.0,3.0,82.0,Yes,,92.0,Pass
20.0,M,1.0,68.0,5.0,3.0,72.0,Yes,Postgraduate,44.0,Fail
22.0,M,5.0,88.0,7.0,4.0,58.0,Yes,School,73.0,Pass
18.0,F,4.0,97.0,8.0,1.0,47.0,No,,64.0,Pass
22.0,M,7.0,71.0,7.0,5.0,70.0,,School,89.0,Pass
19.0,,,69.0,4.0,5.0,50.0,No,School,68.0,Pass
25.0,M,8.0,86.0,5.0,5.0,47.0,No,School,,Pass
18.0,M,1.0,80.0,,3.0,64.0,Yes,Graduate,57.0,Pass
25.0,M,5.0,59.0,7.0,3.0,88.0,No,School,73.0,Pass
21.0,F,4.0,67.0,4.0,1.0,59.0,,School,70.0,Pass
24.0,,3.0,92.0,8.0,3.0,77.0,Yes,Graduate,82.0,Pass
18.0,M,,,8.0,2.0,,No,Graduate,67.0,Pass
22.0,F,3.0,95.0,6.0,3.0,92.0,No,Postgraduate,73.0,Pass
19.0,F,8.0,69.0,6.0,,52.0,,School,86.0,Pass
21.0,F,3.0,67.0,7.0,1.0,78.0,Yes,School,66.0,
24.0,F,1.0,60.0,6.0,,82.0,No,Postgraduate,53.0,Pass
,M,9.0,71.0,4.0,4.0,49.0,,School,91.0,Pass
21.0,F,9.0,93.0,4.0,1.0,47.0,No,Postgraduate,91.0,Pass
19.0,M,6.0,67.0,4.0,,,Yes,Graduate,91.0,Pass
20.0,M,1.0,83.0,7.0,,93.0,Yes,School,59.0,Pass
18.0,F,8.0,72.0,7.0,5.0,82.0,No,,94.0,Pass
25.0,M,2.0,50.0,6.0,4.0,59.0,,Graduate,45.0,Fail
19.0,F,9.0,59.0,,4.0,56.0,No,,84.0,Pass
18.0,M,8.0,50.0,4.0,5.0,50.0,No,Graduate,70.0,Pass
,F,3.0,87.0,5.0,3.0,55.0,,Graduate,69.0,Pass
23.0,F,5.0,88.0,4.0,2.0,76.0,No,Postgraduate,76.0,Pass
22.0,F,9.0,98.0,5.0,5.0,81.0,No,Graduate,102.0,Pass
17.0,F,,58.0,6.0,5.0,71.0,Yes,Postgraduate,52.0,Pass
21.0,F,9.0,80.0,8.0,1.0,65.0,No,Graduate,90.0,Pass
19.0,F,4.0,,7.0,,91.0,No,Postgraduate,65.0,Pass
17.0,M,4.0,,7.0,3.0,76.0,Yes,Postgraduate,,Pass
20.0,M,4.0,84.0,4.0,5.0,91.0,No,Postgraduate,80.0,Pass
18.0,M,9.0,97.0,4.0,3.0,48.0,,Postgraduate,86.0,Pass
,F,6.0,86.0,5.0,5.0,74.0,No,School,79.0,Pass
19.0,M,8.0,67.0,,5.0,42.0,Yes,Graduate,84.0,Pass
,F,4.0,82.0,6.0,1.0,70.0,No,Graduate,79.0,Pass
24.0,M,3.0,53.0,4.0,4.0,81.0,No,Graduate,59.0,Pass
23.0,M,1.0,,7.0,2.0,46.0,Yes,Graduate,35.0,Fail
22.0,F,,60.0,8.0,,,Yes,Postgraduate,75.0,Pass
25.0,M,4.0,58.0,5.0,3.0,64.0,Yes,School,72.0,Pass
,M,8.0,79.0,4.0,5.0,79.0,No,Graduate,104.0,Pass
,M,3.0,,4.0,5.0,51.0,,Graduate,59.0,Pass
,F,1.0,89.0,6.0,,69.0,No,Graduate,53.0,Pass
23.0,M,5.0,54.0,4.0,1.0,93.0,No,Postgraduate,73.0,Pass
23.0,F,2.0,,7.0,1.0,69.0,No,Graduate,,Pass
19.0,M,3.0,50.0,7.0,3.0,68.0,Yes,Graduate,65.0,Pass
20.0,M,6.0,64.0,7.0,1.0,80.0,No,School,80.0,Pass
25.0,M,3.0,74.0,8.0,1.0,50.0,Yes,Postgraduate,52.0,Pass
22.0,M,3.0,67.0,8.0,4.0,90.0,Yes,School,70.0,Pass
21.0,F,6.0,87.0,4.0,2.0,,No,,91.0,Pass
19.0,M,5.0,91.0,8.0,1.0,62.0,No,Postgraduate,78.0,Pass
25.0,F,9.0,95.0,8.0,,56.0,,,88.0,Pass
21.0,F,1.0,75.0,6.0,5.0,52.0,No,,50.0,Pass
21.0,M,3.0,89.0,8.0,1.0,72.0,Yes,Postgraduate,69.0,Pass
20.0,M,3.0,52.0,5.0,1.0,40.0,No,School,51.0,
20.0,F,6.0,71.0,5.0,5.0,79.0,Yes,Postgraduate,90.0,Pass
17.0,F,8.0,75.0,5.0,4.0,52.0,No,,78.0,Pass
23.0,M,3.0,68.0,4.0,2.0,,No,School,64.0,Pass
25.0,M,3.0,93.0,7.0,4.0,42.0,No,Postgraduate,62.0,Pass
19.0,M,6.0,,6.0,3.0,55.0,Yes,School,78.0,Pass
18.0,M,8.0,96.0,,1.0,81.0,No,School,98.0,Pass
19.0,M,6.0,88.0,7.0,,46.0,,Postgraduate,66.0,Pass
17.0,F,,85.0,6.0,2.0,93.0,No,Postgraduate,83.0,
22.0,M,4.0,70.0,6.0,3.0,92.0,No,School,,Pass
23.0,M,1.0,90.0,,4.0,42.0,Yes,School,40.0,Fail
18.0,F,8.0,97.0,5.0,1.0,53.0,Yes,School,93.0,Pass
24.0,M,4.0,75.0,5.0,2.0,55.0,Yes,School,,Pass
,M,6.0,62.0,5.0,1.0,43.0,No,School,73.0,Pass
20.0,F,3.0,85.0,6.0,,70.0,No,Postgraduate,75.0,Pass
21.0,M,6.0,,6.0,3.0,52.0,No,Graduate,,Pass
24.0,F,9.0,90.0,5.0,2.0,66.0,,Postgraduate,,Pass
19.0,M,9.0,75.0,6.0,5.0,40.0,No,Graduate,78.0,Pass
19.0,M,3.0,70.0,5.0,1.0,64.0,No,School,62.0,Pass
20.0,M,3.0,67.0,5.0,,76.0,,Postgraduate,73.0,
17.0,F,4.0,64.0,5.0,1.0,89.0,Yes,Graduate,70.0,Pass
25.0,F,7.0,64.0,7.0,4.0,,No,School,96.0,Pass
24.0,F,3.0,55.0,6.0,4.0,50.0,Yes,Postgraduate,50.0,Pass
24.0,F,8.0,92.0,4.0,2.0,48.0,No,,93.0,Pass
22.0,M,8.0,80.0,5.0,3.0,46.0,Yes,,73.0,Pass
23.0,F,,77.0,4.0,5.0,,Yes,Graduate,76.0,Pass
22.0,F,4.0,57.0,7.0,4.0,69.0,Yes,Postgraduate,68.0,
25.0,F,5.0,78.0,,3.0,63.0,No,Postgraduate,66.0,Pass
19.0,M,,70.0,,,42.0,Yes,Graduate,43.0,Fail
19.0,M,6.0,66.0,,4.0,87.0,Yes,Postgraduate,76.0,Pass
19.0,F,3.0,98.0,5.0,5.0,78.0,Yes,Postgraduate,80.0,Pass
19.0,F,,73.0,4.0,1.0,66.0,Yes,School,76.0,Pass
25.0,M,5.0,99.0,7.0,2.0,40.0,No,,76.0,Pass
20.0,F,2.0,85.0,6.0,4.0,77.0,No,,63.0,Pass
23.0,F,5.0,,7.0,4.0,65.0,No,Graduate,82.0,Pass
25.0,F,5.0,96.0,5.0,1.0,45.0,No,Postgraduate,73.0,Pass
23.0,F,9.0,83.0,7.0,4.0,81.0,Yes,,93.0,Pass
25.0,M,8.0,51.0,4.0,4.0,51.0,No,Graduate,,Pass
19.0,M,7.0,91.0,8.0,,93.0,Yes,School,104.0,Pass
20.0,M,3.0,52.0,8.0,4.0,90.0,No,School,71.0,Pass
24.0,F,4.0,79.0,,4.0,77.0,Yes,,74.0,Pass
22.0,F,6.0,57.0,,3.0,85.0,,Postgraduate,74.0,Pass
21.0,M,3.0,56.0,,4.0,74.0,Yes,Graduate,61.0,Pass
20.0,M,9.0,61.0,6.0,1.0,49.0,Yes,Postgraduate,77.0,Pass
,M,8.0,68.0,4.0,4.0,48.0,No,Graduate,79.0,Pass
17.0,F,6.0,75.0,5.0,5.0,62.0,,School,67.0,Pass
25.0,M,4.0,77.0,5.0,5.0,69.0,Yes,School,68.0,Pass
17.0,F,7.0,,7.0,1.0,91.0,Yes,,86.0,Pass
24.0,F,3.0,63.0,5.0,3.0,90.0,No,Graduate,61.0,Pass
20.0,,8.0,97.0,7.0,1.0,61.0,No,Postgraduate,91.0,Pass
25.0,M,1.0,,6.0,,86.0,,School,49.0,Fail
21.0,F,,,6.0,2.0,48.0,Yes,Graduate,,Fail
19.0,M,5.0,,4.0,,58.0,,School,83.0,
25.0,M,5.0,78.0,5.0,,47.0,Yes,School,57.0,Pass
25.0,F,,55.0,4.0,5.0,93.0,Yes,Graduate,70.0,Pass
20.0,F,8.0,98.0,8.0,3.0,43.0,No,Postgraduate,81.0,Pass
20.0,,5.0,72.0,4.0,1.0,44.0,Yes,,59.0,Pass
24.0,F,7.0,77.0,7.0,3.0,58.0,No,School,79.0,Pass
18.0,F,7.0,63.0,7.0,5.0,85.0,Yes,School,86.0,Pass
25.0,,5.0,63.0,,5.0,57.0,No,School,70.0,Pass
22.0,F,8.0,,6.0,5.0,68.0,Yes,School,80.0,Pass
,F,9.0,62.0,8.0,,,No,Postgraduate,83.0,Pass
24.0,F,,,4.0,2.0,45.0,No,Graduate,53.0,Pass
23.0,M,4.0,84.0,6.0,5.0,44.0,Yes,Graduate,54.0,
,F,8.0,94.0,4.0,3.0,82.0,,Postgraduate,94.0,Pass
19.0,F,1.0,,5.0,5.0,44.0,No,Postgraduate,27.0,Fail
18.0,F,4.0,90.0,7.0,,47.0,No,School,63.0,Pass
21.0,M,6.0,94.0,5.0,2.0,66.0,Yes,Graduate,84.0,
21.0,F,4.0,89.0,5.0,5.0,76.0,,Graduate,85.0,Pass
21.0,F,6.0,97.0,8.0,4.0,82.0,Yes,Graduate,100.0,Pass
20.0,F,5.0,73.0,6.0,3.0,84.0,Yes,Postgraduate,76.0,Pass
21.0,M,9.0,78.0,7.0,2.0,77.0,No,,,Pass
19.0,,9.0,52.0,5.0,5.0,76.0,,School,82.0,Pass
17.0,M,,94.0,7.0,3.0,,Yes,Graduate,79.0,Pass
21.0,M,4.0,53.0,6.0,4.0,65.0,No,School,53.0,Pass
25.0,F,8.0,99.0,4.0,2.0,81.0,Yes,Postgraduate,106.0,Pass
25.0,F,4.0,51.0,5.0,5.0,55.0,Yes,Postgraduate,53.0,Pass
20.0,,,69.0,6.0,3.0,61.0,No,Graduate,49.0,
19.0,M,2.0,64.0,7.0,2.0,85.0,Yes,School,62.0,Pass
17.0,F,1.0,98.0,6.0,4.0,62.0,No,Postgraduate,57.0,Pass
18.0,,5.0,81.0,4.0,5.0,,Yes,,86.0,Pass
24.0,M,,91.0,6.0,2.0,42.0,Yes,Postgraduate,76.0,Pass
17.0,M,9.0,,7.0,4.0,42.0,Yes,Postgraduate,,Pass
24.0,M,5.0,87.0,5.0,4.0,51.0,No,School,,Pass
23.0,M,6.0,84.0,5.0,,62.0,Yes,Postgraduate,89.0,Pass
24.0,F,6.0,56.0,8.0,4.0,86.0,,Postgraduate,78.0,Pass
22.0,M,3.0,94.0,7.0,4.0,50.0,,School,69.0,Pass
25.0,M,4.0,62.0,8.0,1.0,81.0,Yes,Graduate,66.0,Pass
19.0,F,1.0,98.0,8.0,4.0,91.0,No,Graduate,61.0,
20.0,F,4.0,,4.0,5.0,86.0,No,Postgraduate,71.0,Pass
22.0,F,1.0,63.0,,2.0,89.0,No,Graduate,56.0,Pass
24.0,,5.0,78.0,,5.0,85.0,No,School,80.0,Pass
21.0,F,8.0,52.0,7.0,5.0,68.0,No,Postgraduate,,Pass
19.0,M,8.0,95.0,4.0,3.0,45.0,No,School,93.0,Pass
22.0,M,5.0,73.0,,1.0,85.0,Yes,Graduate,87.0,Pass
20.0,M,2.0,50.0,7.0,1.0,55.0,No,Graduate,45.0,Fail
25.0,F,,97.0,8.0,5.0,73.0,Yes,Postgraduate,79.0,Pass
19.0,M,1.0,59.0,7.0,2.0,90.0,Yes,Graduate,51.0,Pass
20.0,F,7.0,62.0,8.0,1.0,76.0,Yes,Postgraduate,91.0,Pass
,M,4.0,85.0,,1.0,50.0,No,Postgraduate,71.0,Pass
23.0,M,5.0,58.0,6.0,,50.0,Yes,School,63.0,Pass
20.0,F,6.0,63.0,4.0,,,Yes,Graduate,90.0,Pass
,F,1.0,,8.0,3.0,64.0,Yes,Graduate,58.0,
19.0,M,9.0,59.0,7.0,5.0,58.0,No,Postgraduate,,Pass
22.0,,4.0,89.0,8.0,1.0,71.0,Yes,,78.0,Pass
18.0,M,8.0,72.0,8.0,1.0,89.0,No,Postgraduate,96.0,Pass
24.0,M,5.0,84.0,,1.0,47.0,Yes,Postgraduate,77.0,Pass
18.0,M,8.0,56.0,,5.0,94.0,No,School,100.0,Pass
,F,1.0,91.0,5.0,2.0,51.0,No,Graduate,50.0,Pass
25.0,F,8.0,84.0,,4.0,80.0,Yes,School,100.0,Pass
17.0,F,4.0,51.0,5.0,1.0,74.0,Yes,Graduate,58.0,Pass
24.0,F,2.0,64.0,6.0,4.0,,No,School,39.0,Fail
,M,6.0,58.0,8.0,4.0,60.0,No,Postgraduate,68.0,Pass
22.0,M,2.0,96.0,6.0,1.0,,No,School,82.0,Pass
22.0,F,5.0,66.0,7.0,1.0,65.0,Yes,School,62.0,Pass
22.0,M,2.0,88.0,4.0,4.0,40.0,Yes,Postgraduate,43.0,Fail
,F,3.0,67.0,6.0,2.0,56.0,Yes,Postgraduate,57.0,Pass
18.0,M,6.0,64.0,5.0,4.0,74.0,Yes,Graduate,72.0,Pass
,M,1.0,67.0,5.0,2.0,66.0,Yes,Graduate,47.0,
22.0,M,6.0,73.0,,3.0,89.0,No,School,90.0,Pass
24.0,F,3.0,72.0,,2.0,89.0,No,School,80.0,Pass
19.0,F,7.0,61.0,4.0,5.0,41.0,,School,60.0,Pass
17.0,F,2.0,72.0,6.0,1.0,75.0,No,Postgraduate,,
25.0,F,6.0,70.0,8.0,,40.0,,Graduate,66.0,Pass
17.0,,8.0,75.0,8.0,4.0,49.0,No,,90.0,
19.0,M,1.0,57.0,6.0,2.0,70.0,Yes,Graduate,56.0,Pass
24.0,M,9.0,79.0,6.0,3.0,76.0,No,Graduate,95.0,Pass
19.0,M,5.0,83.0,6.0,5.0,44.0,Yes,Postgraduate,74.0,Pass
20.0,,5.0,51.0,6.0,2.0,80.0,Yes,Postgraduate,,Pass
24.0,M,5.0,54.0,5.0,4.0,85.0,Yes,School,73.0,
17.0,M,6.0,,8.0,4.0,92.0,Yes,School,87.0,Pass
22.0,,2.0,82.0,8.0,2.0,52.0,No,School,53.0,Pass
17.0,F,6.0,53.0,5.0,5.0,84.0,No,School,,Pass
17.0,F,4.0,55.0,8.0,1.0,,Yes,School,52.0,Pass
24.0,F,8.0,72.0,6.0,1.0,66.0,Yes,Graduate,81.0,Pass
20.0,,9.0,,4.0,4.0,40.0,No,Graduate,98.0,Pass
17.0,F,9.0,,8.0,5.0,,No,Postgraduate,107.0,Pass
23.0,M,8.0,92.0,4.0,4.0,59.0,No,Postgraduate,90.0,Pass
21.0,M,3.0,94.0,4.0,1.0,,Yes,Graduate,52.0,Pass
21.0,M,4.0,,,4.0,42.0,No,Postgraduate,52.0,
17.0,F,1.0,88.0,7.0,2.0,88.0,,Postgraduate,64.0,Pass
22.0,,9.0,62.0,8.0,2.0,,Yes,School,94.0,Pass
25.0,M,5.0,50.0,5.0,5.0,,Yes,Postgraduate,77.0,Pass
25.0,M,6.0,55.0,5.0,1.0,64.0,No,Postgraduate,,Pass
24.0,F,,,4.0,5.0,64.0,Yes,Postgraduate,59.0,Pass
21.0,F,8.0,97.0,8.0,5.0,89.0,Yes,Graduate,98.0,Pass
,F,7.0,76.0,5.0,,53.0,Yes,Graduate,70.0,Pass
25.0,M,1.0,64.0,6.0,3.0,82.0,,School,53.0,Pass
17.0,M,5.0,,5.0,3.0,66.0,Yes,Postgraduate,74.0,Pass
24.0,M,9.0,,6.0,4.0,87.0,No,Graduate,109.0,Pass
21.0,F,6.0,97.0,7.0,3.0,71.0,No,School,90.0,Pass
19.0,F,8.0,98.0,6.0,2.0,66.0,No,Postgraduate,101.0,Pass
23.0,F,1.0,73.0,6.0,5.0,43.0,No,School,53.0,Pass
23.0,M,7.0,64.0,4.0,4.0,89.0,No,School,98.0,Pass
25.0,M,3.0,,5.0,5.0,78.0,Yes,Postgraduate,71.0,Pass
23.0,F,9.0,53.0,7.0,1.0,50.0,No,Graduate,74.0,Pass
19.0,M,6.0,93.0,5.0,3.0,87.0,No,Postgraduate,93.0,
17.0,F,,86.0,6.0,1.0,87.0,,Postgraduate,83.0,Pass
24.0,M,8.0,66.0,6.0,4.0,42.0,No,Postgraduate,82.0,Pass
19.0,F,8.0,80.0,5.0,2.0,64.0,No,Graduate,86.0,Pass
24.0,M,,87.0,7.0,,94.0,No,Postgraduate,75.0,Pass
24.0,M,,59.0,7.0,1.0,63.0,No,Graduate,53.0,Pass
21.0,,2.0,99.0,4.0,,48.0,Yes,School,66.0,Pass
17.0,F,5.0,76.0,6.0,5.0,47.0,Yes,Graduate,65.0,Pass
23.0,F,7.0,91.0,6.0,,78.0,Yes,,84.0,Pass
21.0,F,8.0,55.0,4.0,3.0,70.0,Yes,School,81.0,Pass
24.0,F,8.0,55.0,5.0,2.0,56.0,No,Postgraduate,81.0,Pass
25.0,M,8.0,64.0,6.0,5.0,82.0,No,Graduate,,Pass
,F,3.0,53.0,5.0,5.0,70.0,No,School,51.0,Pass
23.0,F,2.0,,7.0,1.0,,No,School,54.0,Pass
17.0,F,4.0,89.0,8.0,4.0,43.0,No,Graduate,65.0,Pass
,,1.0,56.0,4.0,1.0,76.0,No,Graduate,,
18.0,F,3.0,98.0,,2.0,47.0,No,School,65.0,Pass
18.0,F,9.0,94.0,4.0,1.0,81.0,Yes,School,110.0,
,F,7.0,96.0,7.0,3.0,,Yes,Graduate,89.0,Pass
20.0,M,,75.0,7.0,1.0,45.0,Yes,Graduate,72.0,Pass
17.0,M,1.0,80.0,7.0,4.0,48.0,Yes,School,46.0,
20.0,F,7.0,51.0,7.0,4.0,81.0,,Postgraduate,84.0,Pass
18.0,M,7.0,77.0,8.0,2.0,47.0,Yes,Graduate,82.0,Pass
,F,4.0,91.0,5.0,5.0,71.0,Yes,School,73.0,Pass
19.0,M,7.0,62.0,5.0,4.0,54.0,No,School,71.0,Pass
24.0,,,67.0,8.0,2.0,57.0,No,Postgraduate,91.0,Pass
20.0,M,3.0,79.0,5.0,4.0,62.0,No,Graduate,62.0,Pass
,F,2.0,60.0,7.0,4.0,,No,School,39.0,Fail
17.0,F,7.0,62.0,5.0,,89.0,Yes,Postgraduate,95.0,Pass
19.0,M,5.0,73.0,4.0,3.0,66.0,Yes,Graduate,,Pass
25.0,F,5.0,78.0,5.0,2.0,72.0,Yes,Postgraduate,75.0,Pass
23.0,F,5.0,54.0,4.0,4.0,41.0,Yes,,48.0,
18.0,F,7.0,84.0,6.0,4.0,81.0,No,Postgraduate,91.0,Pass
25.0,F,9.0,,4.0,,77.0,No,School,97.0,Pass
18.0,M,8.0,,4.0,3.0,67.0,No,School,76.0,Pass
19.0,F,6.0,54.0,7.0,5.0,63.0,No,Postgraduate,75.0,Pass
18.0,M,7.0,93.0,7.0,2.0,90.0,Yes,Postgraduate,,Pass
19.0,M,9.0,,7.0,4.0,60.0,Yes,School,78.0,Pass
22.0,,6.0,87.0,,2.0,70.0,No,Postgraduate,80.0,Pass
25.0,M,1.0,71.0,8.0,5.0,50.0,No,,44.0,Fail
25.0,F,4.0,58.0,7.0,3.0,89.0,No,Graduate,73.0,Pass
23.0,F,8.0,98.0,7.0,1.0,67.0,No,Postgraduate,101.0,Pass
19.0,M,7.0,89.0,4.0,3.0,87.0,No,Postgraduate,92.0,Pass
20.0,F,3.0,75.0,6.0,1.0,79.0,No,Graduate,71.0,Pass
22.0,M,3.0,94.0,6.0,2.0,43.0,Yes,School,52.0,Pass
,F,3.0,54.0,,3.0,82.0,Yes,,64.0,Pass
18.0,F,1.0,78.0,6.0,3.0,81.0,No,Graduate,52.0,Pass
22.0,F,1.0,71.0,7.0,3.0,55.0,Yes,School,52.0,Pass
19.0,,,98.0,8.0,5.0,51.0,Yes,Postgraduate,76.0,Pass
24.0,M,1.0,52.0,,2.0,61.0,Yes,Postgraduate,41.0,Fail
18.0,F,5.0,77.0,8.0,1.0,74.0,No,Graduate,71.0,Pass
17.0,M,4.0,,8.0,3.0,82.0,Yes,Graduate,73.0,Pass
25.0,M,5.0,63.0,7.0,2.0,55.0,Yes,Graduate,73.0,Pass
19.0,F,7.0,96.0,4.0,5.0,,Yes,Graduate,81.0,Pass
17.0,M,6.0,63.0,4.0,5.0,74.0,Yes,School,78.0,Pass
,F,9.0,92.0,4.0,2.0,67.0,Yes,School,94.0,Pass
21.0,F,6.0,60.0,6.0,1.0,81.0,Yes,School,83.0,Pass
21.0,F,9.0,58.0,4.0,2.0,68.0,Yes,Postgraduate,95.0,Pass
17.0,,4.0,,7.0,2.0,60.0,No,Postgraduate,62.0,Pass
25.0,F,1.0,96.0,6.0,4.0,,Yes,Graduate,61.0,Pass
23.0,F,1.0,,4.0,5.0,64.0,Yes,Graduate,56.0,Pass
24.0,M,7.0,,8.0,,78.0,Yes,School,84.0,Pass
25.0,,3.0,50.0,7.0,4.0,,No,School,53.0,Pass
22.0,M,2.0,74.0,7.0,2.0,54.0,Yes,School,52.0,Pass
21.0,M,6.0,65.0,,5.0,86.0,No,Graduate,92.0,Pass
22.0,F,6.0,64.0,7.0,4.0,81.0,Yes,School,,Pass
18.0,M,7.0,83.0,,4.0,74.0,No,Graduate,91.0,
,M,5.0,66.0,7.0,1.0,77.0,No,Graduate,78.0,Pass
,M,8.0,52.0,,2.0,89.0,No,Postgraduate,92.0,Pass
23.0,M,7.0,52.0,7.0,1.0,,Yes,,77.0,Pass
,F,2.0,86.0,7.0,4.0,44.0,No,Graduate,,Pass
21.0,M,1.0,66.0,5.0,4.0,87.0,Yes,School,55.0,Pass
22.0,F,9.0,98.0,7.0,1.0,52.0,Yes,Graduate,89.0,Pass
18.0,M,,87.0,6.0,4.0,,Yes,Graduate,80.0,Pass
19.0,F,5.0,,7.0,3.0,,No,Graduate,47.0,Fail
19.0,F,,,4.0,5.0,54.0,Yes,Graduate,55.0,Pass
25.0,M,2.0,75.0,4.0,2.0,94.0,,Postgraduate,,Pass
23.0,F,5.0,96.0,6.0,5.0,66.0,Yes,Postgraduate,88.0,Pass
24.0,M,2.0,88.0,7.0,2.0,91.0,Yes,Graduate,66.0,Pass
25.0,F,7.0,68.0,8.0,4.0,66.0,Yes,Postgraduate,78.0,Pass
22.0,F,9.0,,7.0,1.0,69.0,Yes,Postgraduate,95.0,Pass
20.0,F,9.0,92.0,4.0,1.0,,Yes,School,92.0,Pass
17.0,M,6.0,63.0,5.0,4.0,,Yes,Postgraduate,72.0,Pass
,F,1.0,62.0,6.0,2.0,,Yes,Postgraduate,46.0,Fail
23.0,M,6.0,69.0,5.0,4.0,61.0,,Graduate,84.0,Pass
18.0,,5.0,75.0,8.0,2.0,43.0,Yes,Postgraduate,73.0,Pass
24.0,F,4.0,76.0,7.0,,54.0,Yes,Postgraduate,72.0,Pass
21.0,F,6.0,,8.0,4.0,,No,,78.0,Pass
23.0,,,58.0,5.0,4.0,57.0,No,Graduate,67.0,Pass
20.0,F,6.0,90.0,7.0,1.0,48.0,No,Graduate,,Pass
21.0,F,2.0,97.0,,2.0,,Yes,Postgraduate,74.0,Pass
24.0,M,7.0,,4.0,4.0,,No,,65.0,Pass
,M,4.0,59.0,4.0,5.0,,Yes,Graduate,,Pass
17.0,M,9.0,,6.0,5.0,,No,School,,
20.0,F,2.0,99.0,4.0,1.0,44.0,,Postgraduate,65.0,Pass
19.0,M,5.0,83.0,4.0,3.0,84.0,No,School,76.0,Pass
18.0,F,4.0,90.0,5.0,,45.0,Yes,Postgraduate,73.0,Pass
19.0,M,9.0,68.0,4.0,3.0,93.0,Yes,Postgraduate,94.0,Pass
17.0,M,4.0,55.0,4.0,1.0,90.0,,School,78.0,Pass
17.0,,8.0,51.0,5.0,5.0,51.0,No,School,78.0,Pass
22.0,F,8.0,64.0,4.0,4.0,70.0,No,Postgraduate,86.0,Pass
21.0,M,,66.0,4.0,2.0,,No,School,79.0,Pass
24.0,M,6.0,65.0,6.0,4.0,,No,School,73.0,Pass
18.0,M,,77.0,4.0,5.0,,No,Graduate,79.0,Pass
20.0,M,,70.0,4.0,2.0,,Yes,Postgraduate,94.0,Pass
24.0,F,5.0,57.0,6.0,3.0,53.0,No,Graduate,64.0,Pass
22.0,M,1.0,59.0,5.0,3.0,,Yes,Postgraduate,61.0,Pass
17.0,F,1.0,59.0,4.0,5.0,59.0,,Graduate,37.0,Fail
20.0,F,2.0,99.0,8.0,2.0,87.0,Yes,,73.0,Pass
17.0,M,5.0,59.0,5.0,,94.0,Yes,Graduate,73.0,
18.0,F,4.0,58.0,5.0,5.0,71.0,No,Postgraduate,,
21.0,M,1.0,77.0,4.0,3.0,61.0,,Graduate,54.0,Pass
24.0,F,4.0,73.0,6.0,5.0,75.0,No,School,74.0,Pass
24.0,F,4.0,68.0,5.0,4.0,83.0,No,Postgraduate,,
19.0,M,4.0,82.0,6.0,1.0,57.0,,School,,Pass
20.0,F,1.0,,8.0,1.0,79.0,No,Graduate,51.0,Pass
22.0,F,9.0,52.0,6.0,4.0,88.0,Yes,Postgraduate,89.0,Pass
19.0,M,3.0,91.0,,2.0,64.0,No,Graduate,60.0,Pass
18.0,F,4.0,,6.0,5.0,70.0,Yes,Graduate,,Pass
22.0,,5.0,67.0,5.0,4.0,74.0,Yes,School,77.0,Pass
21.0,M,7.0,72.0,,1.0,65.0,Yes,Postgraduate,78.0,Pass
21.0,M,,69.0,,3.0,43.0,Yes,Graduate,58.0,Pass
,F,5.0,55.0,7.0,4.0,81.0,No,School,76.0,Pass
21.0,F,8.0,83.0,7.0,4.0,87.0,No,School,98.0,Pass
19.0,F,1.0,91.0,,4.0,59.0,Yes,School,60.0,Pass
23.0,M,7.0,51.0,5.0,1.0,73.0,No,School,71.0,Pass
